EMX1 16
FANCF 9
HEK293_sgRNA1 10
HEK293_sgRNA2 3
HEK293_sgRNA3 6
HEK293_sgRNA4 134
RNF2 1
VEGFA_site1 22
VEGFA_site2 152
VEGFA_site3 60
